Primary Partition,Secondary Partition,Timestamp,VIN or ID,Latitude,Longitude,Altitude,Custom 1,Custom 2
USA,Florida,2025-01-08T16:48:10.985Z,000000,30.67105,-81.56928,9000,,
USA,Florida,2025-01-08T16:48:10.985Z,000000,30.8437,-81.40391,3400,,
USA,Florida,2025-01-08T16:48:11.035Z,000000,27.27321,-81.36367,3200,,
USA,Florida,2025-01-08T16:48:12.195Z,000000,29.75884,-82.14995,24700,,
USA,Florida,2025-01-08T16:48:12.275Z,000000,30.17197,-82.37014,23000,,
USA,Florida,2025-01-08T16:48:12.891Z,a8d889,27.98928,-81.99681,400,,
USA,Florida,2025-01-08T16:48:12.971Z,ab1c63,29.45097,-81.19325,900,,
USA,Florida,2025-01-08T16:48:13.031Z,a55b2a,27.87261,-82.18294,2400,,
USA,Florida,2025-01-08T16:48:12.861Z,a23428,29.03497,-80.95425,300,,
USA,Florida,2025-01-08T16:48:12.111Z,a68d17,28.88764,-80.94867,1800,,
USA,Florida,2025-01-08T16:48:12.951Z,a8e071,28.84231,-81.42006,2400,LFA530,P28A
USA,Florida,2025-01-08T16:48:12.251Z,000000,29.9835,-81.55578,4500,,
USA,Florida,2025-01-08T16:48:12.561Z,acb88c,29.02219,-80.95747,700,,
USA,Florida,2025-01-08T16:48:12.401Z,000000,30.13781,-81.37106,25000,,
USA,Florida,2025-01-08T16:48:07.661Z,000000,30.04953,-81.45831,8000,,
USA,Florida,2025-01-08T16:48:12.631Z,000000,30.17603,-81.4615,14600,,
USA,Florida,2025-01-08T16:48:12.501Z,000000,27.39458,-81.69142,5500,,
USA,Florida,2025-01-08T16:48:07.721Z,000000,29.80714,-81.22578,2500,,
USA,Florida,2025-01-08T16:48:12.671Z,000000,30.67272,-81.57128,9100,,
USA,Florida,2025-01-08T16:48:09.201Z,000000,29.81844,-81.23856,19000,,
USA,Florida,2025-01-08T16:48:12.611Z,a016e9,29.43239,-81.13808,6100,N1047M,P28A
USA,Florida,2025-01-08T16:48:09.191Z,000000,29.63611,-81.20836,27400,FFT3273,A21N
USA,Florida,2025-01-08T16:48:12.471Z,a80c5a,27.98769,-80.82281,2900,,
USA,Florida,2025-01-08T16:48:13.081Z,a24d41,28.68003,-81.97161,2500,,
USA,Florida,2025-01-08T16:48:13.071Z,a5cb05,27.97389,-81.98236,800,,
USA,Florida,2025-01-08T16:48:13.111Z,a6cc2c,27.91244,-80.57489,3900,,
USA,Florida,2025-01-08T16:48:13.161Z,a868d4,28.40736,-81.57825,5500,,
USA,Florida,2025-01-08T16:48:12.411Z,a8865e,29.13878,-81.09367,1900,,
USA,Florida,2025-01-08T16:48:12.701Z,ad1514,29.05622,-81.02408,5500,,
USA,Florida,2025-01-08T16:48:12.995Z,a64034,29.63251,-81.20477,500,,
USA,Florida,2025-01-08T16:48:12.675Z,31dfc7,29.20454,-81.43816,2900,,
USA,Florida,2025-01-08T16:48:12.315Z,000000,27.66367,-81.80345,4500,,
USA,Florida,2025-01-08T16:48:12.305Z,000000,27.53095,-81.87563,3000,,
USA,Florida,2025-01-08T16:48:12.315Z,000000,28.08589,-81.51638,2600,,
USA,Florida,2025-01-08T16:48:12.235Z,a08b2b,29.98344,-81.55562,4500,,
USA,Florida,2025-01-08T16:47:58.225Z,000000,33.57145,-80.71368,0,,
USA,Florida,2025-01-08T16:48:13.065Z,a921f1,28.87346,-81.41291,1500,,
USA,Florida,2025-01-08T16:48:13.075Z,a30957,29.21021,-81.09848,2300,BPX295,
USA,Florida,2025-01-08T16:48:12.975Z,ab1c63,29.45095,-81.19327,900,,
USA,Florida,2025-01-08T16:48:13.125Z,a016e9,29.43221,-81.13809,6100,N1047M,P28A
USA,Florida,2025-01-08T16:48:12.345Z,000000,27.91958,-81.66719,4000,,
USA,Florida,2025-01-08T16:48:12.345Z,000000,27.83749,-81.72895,20500,,
USA,Florida,2025-01-08T16:48:12.425Z,000000,27.96826,-81.70828,5000,,
USA,Florida,2025-01-08T16:48:12.405Z,000000,27.66483,-81.96116,5500,,
USA,Florida,2025-01-08T16:48:11.255Z,000000,30.75222,-81.37139,20300,,
USA,Florida,2025-01-08T16:48:12.985Z,a9fbf3,28.40705,-80.95789,3000,,
USA,Florida,2025-01-08T16:48:12.355Z,a3a62d,29.03823,-81.0361,900,,
USA,Florida,2025-01-08T16:48:12.705Z,ad1514,29.05623,-81.02411,5500,,
USA,Florida,2025-01-08T16:48:12.475Z,000000,28.05338,-81.67234,1000,,
USA,Florida,2025-01-08T16:48:12.515Z,a71fbd,29.86079,-81.18391,2300,,
USA,Florida,2025-01-08T16:48:13.155Z,ac4e08,28.81172,-81.7488,3900,,
USA,Florida,2025-01-08T16:48:13.175Z,a69cb1,28.75981,-81.3163,2100,,
USA,Florida,2025-01-08T16:48:13.195Z,a58a17,28.84659,-81.93559,0,,
USA,Florida,2025-01-08T16:48:13.205Z,a10ac2,29.19393,-82.24364,0,,
USA,Florida,2025-01-08T16:48:12.315Z,a06de6,28.23918,-81.48176,2600,,
USA,Florida,2025-01-08T16:48:12.555Z,a7333f,29.0445,-80.95119,200,,
USA,Florida,2025-01-08T16:48:13.245Z,a75707,28.60683,-80.98437,2400,,
USA,Florida,2025-01-08T16:48:12.485Z,a12143,29.17337,-81.06312,400,,
USA,Florida,2025-01-08T16:48:09.025Z,000000,29.17396,-81.06178,0,,
USA,Florida,2025-01-08T16:48:12.485Z,a12143,29.17311,-81.06274,400,,
USA,Florida,2025-01-08T16:48:12.585Z,000000,30.17675,-81.45966,14600,,
USA,Florida,2025-01-08T16:48:07.761Z,000000,29.85983,-81.18194,2300,,
USA,Florida,2025-01-08T16:48:12.681Z,aaa233,29.40864,-81.05756,2500,,
USA,Florida,2025-01-08T16:48:09.241Z,000000,29.79303,-81.128,17900,,
USA,Florida,2025-01-08T16:48:12.751Z,000000,30.75358,-81.37411,20300,,
USA,Florida,2025-01-08T16:48:12.581Z,a1495b,29.46869,-81.16383,1100,,
USA,Florida,2025-01-08T16:48:12.671Z,000000,28.15167,-81.77225,800,,
USA,Florida,2025-01-08T16:48:12.391Z,ab14f5,29.22444,-81.18819,3000,,
USA,Florida,2025-01-08T16:48:13.291Z,a6140f,27.49906,-80.25917,15400,,
USA,Florida,2025-01-08T16:48:13.251Z,aafb25,27.29408,-80.34961,2100,,
USA,Florida,2025-01-08T16:48:13.251Z,a75707,28.60681,-80.98436,2400,,
USA,Florida,2025-01-08T16:48:13.712Z,000000,26.28525,-80.27486,4200,,
USA,Florida,2025-01-08T16:48:13.712Z,a5a030,28.01581,-82.3605,700,,
USA,Florida,2025-01-08T16:48:12.811Z,000000,30.52589,-81.14867,10000,,
USA,Florida,2025-01-08T16:48:13.201Z,ab5323,28.72297,-81.88744,1700,,
USA,Florida,2025-01-08T16:48:13.411Z,a75617,28.76583,-81.87806,7500,N572CP,SR22
USA,Florida,2025-01-08T16:48:13.341Z,a6f6d4,28.88236,-81.54661,1500,LFA320,C172
USA,Florida,2025-01-08T16:48:13.321Z,a94202,28.85453,-81.48206,1600,LFA553,
USA,Florida,2025-01-08T16:48:13.361Z,a70a8c,28.61603,-81.81244,3000,,
USA,Florida,2025-01-08T16:48:13.351Z,a863f6,29.00733,-81.37703,21000,,
USA,Florida,2025-01-08T16:48:13.421Z,a06b1a,28.86497,-81.51358,3500,LFA681,PA44
USA,Florida,2025-01-08T16:48:13.401Z,aa837d,28.82417,-81.65181,2500,,
USA,Florida,2025-01-08T16:48:13.391Z,a89f22,28.4735,-82.44561,0,,
USA,Florida,2025-01-08T16:48:12.421Z,000000,26.82086,-81.88958,3600,,
USA,Florida,2025-01-08T16:48:12.391Z,000000,29.93061,-81.35197,0,,
USA,Florida,2025-01-08T16:48:13.021Z,acdf34,27.79386,-80.68661,2500,,
USA,Florida,2025-01-08T16:48:12.781Z,a981bd,27.94506,-80.54564,1000,,
USA,Florida,2025-01-08T16:48:12.971Z,a825a6,28.72764,-79.78331,23900,,
USA,Florida,2025-01-08T16:48:13.521Z,a1e709,28.08697,-82.29936,600,,
USA,Florida,2025-01-08T16:48:13.581Z,a32f02,27.32375,-81.26897,5500,,
USA,Florida,2025-01-08T16:48:13.601Z,a963f7,28.59775,-81.38103,6700,FFT1565,A321
USA,Florida,2025-01-08T16:48:13.561Z,aa4f1c,28.56742,-81.30803,1000,,
USA,Florida,2025-01-08T16:48:13.621Z,a90895,28.04722,-81.35269,4000,N681SY,SR22
USA,Florida,2025-01-08T16:48:13.661Z,a2b66c,28.68225,-81.57006,1100,,
USA,Florida,2025-01-08T16:48:12.961Z,a5bc1f,28.96636,-80.89844,2100,,
USA,Florida,2025-01-08T16:48:13.621Z,a03f1b,28.63925,-80.80986,8500,N115DK,GLST
USA,Florida,2025-01-08T16:48:13.641Z,ad96e2,28.61183,-81.97111,3700,,
USA,Florida,2025-01-08T16:48:13.471Z,a36352,29.64353,-81.41503,4000,N3171E,C172
USA,Florida,2025-01-08T16:48:13.131Z,a016e9,29.43219,-81.13808,6100,N1047M,P28A
USA,Florida,2025-01-08T16:48:12.601Z,ab9345,29.57936,-81.22864,11000,JRE845,C56X
USA,Florida,2025-01-08T16:48:13.201Z,abc3eb,29.25669,-81.09253,5500,SFY436,P28A
USA,Florida,2025-01-08T16:48:12.565Z,a1495b,29.4687,-81.16388,1100,,
USA,Florida,2025-01-08T16:48:12.605Z,000000,28.12675,-81.72414,1000,,
USA,Florida,2025-01-08T16:48:12.695Z,000000,28.04482,-82.02481,1900,,
USA,Florida,2025-01-08T16:48:12.635Z,000000,28.10784,-81.79745,3000,,
USA,Florida,2025-01-08T16:48:12.675Z,000000,28.15182,-81.77229,800,,
USA,Florida,2025-01-08T16:48:12.695Z,000000,28.00035,-82.11749,3800,,
USA,Florida,2025-01-08T16:48:12.645Z,000000,27.96881,-82.06127,4500,,
USA,Florida,2025-01-08T16:48:12.695Z,000000,28.10392,-81.89268,6600,,
USA,Florida,2025-01-08T16:48:11.515Z,000000,30.59497,-81.4653,1000,,
USA,Florida,2025-01-08T16:48:11.505Z,000000,30.53581,-81.56847,4400,,
USA,Florida,2025-01-08T16:48:12.765Z,000000,30.52589,-81.14919,10000,,
USA,Florida,2025-01-08T16:48:12.795Z,a7f5be,28.26317,-81.69283,2600,,
USA,Florida,2025-01-08T16:48:13.205Z,a9ed0e,28.50756,-80.80921,1000,,
USA,Florida,2025-01-08T16:48:12.385Z,ab14f5,29.22447,-81.18828,3000,ERU813,
USA,Florida,2025-01-08T16:48:13.325Z,a94202,28.85453,-81.48204,1600,,
USA,Florida,2025-01-08T16:48:13.345Z,ac2aca,28.77864,-81.11428,23000,,
USA,Florida,2025-01-08T16:48:13.205Z,ab5323,28.72296,-81.88747,1800,,
USA,Florida,2025-01-08T16:48:13.305Z,a4b107,30.10293,-81.43845,900,,
USA,Florida,2025-01-08T16:48:02.895Z,000000,30.5947,-81.43875,500,,
USA,Florida,2025-01-08T16:48:12.785Z,000000,28.13649,-82.02169,7000,,
USA,Florida,2025-01-08T16:48:11.585Z,000000,30.4808,-81.63531,2000,,
USA,Florida,2025-01-08T16:48:11.605Z,000000,27.44674,-81.62084,3500,,
USA,Florida,2025-01-08T16:48:12.845Z,000000,28.11093,-82.31605,6500,,
USA,Florida,2025-01-08T16:48:12.835Z,000000,28.17701,-82.05545,5400,,
USA,Florida,2025-01-08T16:48:12.905Z,a00df5,28.3633,-81.46985,1900,,
USA,Florida,2025-01-08T16:48:13.405Z,aa837d,28.82416,-81.65185,2500,,
USA,Florida,2025-01-08T16:48:13.485Z,aa6cf1,28.7818,-81.19763,600,,
USA,Florida,2025-01-08T16:48:13.455Z,a12133,28.50462,-81.49771,2200,,
USA,Florida,2025-01-08T16:48:13.505Z,a2376e,28.70342,-81.45305,2500,,
USA,Florida,2025-01-08T16:48:11.615Z,000000,27.39538,-81.6915,5500,,
USA,Florida,2025-01-08T16:48:12.925Z,000000,28.2735,-82.02225,3700,,
USA,Florida,2025-01-08T16:48:13.475Z,aaf29b,29.11384,-80.77428,3500,,
USA,Florida,2025-01-08T16:48:13.505Z,a1d3f5,28.96516,-80.84383,3700,,
USA,Florida,2025-01-08T16:48:13.435Z,a71e53,29.47764,-81.23795,1000,,
USA,Florida,2025-01-08T16:48:13.585Z,a80ee3,29.7622,-81.76613,5400,,
USA,Florida,2025-01-08T16:48:13.021Z,000000,30.68358,-80.59808,24100,,
USA,Florida,2025-01-08T16:48:13.261Z,a633a0,27.80156,-80.43444,4000,,
USA,Florida,2025-01-08T16:48:13.701Z,a608e5,27.62103,-82.09203,2500,,
USA,Florida,2025-01-08T16:48:13.721Z,accd77,28.97367,-81.33803,3000,,
USA,Florida,2025-01-08T16:48:13.711Z,c05bc8,29.22619,-81.321,20000,,
USA,Florida,2025-01-08T16:48:13.671Z,a1901c,28.82281,-80.91419,3500,,
USA,Florida,2025-01-08T16:48:13.731Z,a92f6f,28.73142,-81.08469,1500,LFA548,
USA,Florida,2025-01-08T16:48:14.104Z,000000,29.57494,-82.17917,2600,,
USA,Florida,2025-01-08T16:48:13.571Z,ac9d09,28.58614,-82.21622,5400,,
USA,Florida,2025-01-08T16:48:13.831Z,a3f7f8,29.29997,-81.54647,21000,,
USA,Florida,2025-01-08T16:48:13.001Z,a474cd,29.22503,-82.27317,1700,,
USA,Florida,2025-01-08T16:48:13.891Z,ab151d,27.53017,-81.87586,3000,,
USA,Florida,2025-01-08T16:48:13.921Z,a21fca,28.6855,-82.03722,16100,,
USA,Florida,2025-01-08T16:48:13.921Z,a46310,28.39106,-81.18719,6200,DAL2019,A321
USA,Florida,2025-01-08T16:48:13.151Z,a7081a,29.21283,-81.93844,18000,DAL664,B752
USA,Florida,2025-01-08T16:48:12.081Z,000000,29.46961,-82.09183,24900,SWA267,B737
USA,Florida,2025-01-08T16:48:13.151Z,abe124,29.48739,-81.19536,23900,SWA4006,B738
USA,Florida,2025-01-08T16:48:12.501Z,000000,29.62953,-81.20775,27400,FFT3273,A21N
USA,Florida,2025-01-08T16:48:13.995Z,a6d505,28.81861,-81.80228,100,,
USA,Florida,2025-01-08T16:48:13.995Z,a65104,28.42475,-81.32203,100,,
USA,Florida,2025-01-08T16:48:13.995Z,000000,27.0405,-81.30091,5500,,
USA,Florida,2025-01-08T16:48:11.755Z,000000,30.51844,-81.49388,900,,
USA,Florida,2025-01-08T16:48:11.805Z,000000,30.54772,-81.40216,3700,,
USA,Florida,2025-01-08T16:48:12.995Z,000000,30.6835,-80.59742,24100,,
USA,Florida,2025-01-08T16:48:11.935Z,000000,30.49445,-81.45855,2400,,
USA,Florida,2025-01-08T16:48:13.075Z,000000,28.40565,-82.1995,0,,
USA,Florida,2025-01-08T16:48:13.655Z,acc0bd,29.06412,-82.19069,3800,,
USA,Florida,2025-01-08T16:48:13.665Z,a2b66c,28.68225,-81.5701,1100,,
USA,Florida,2025-01-08T16:48:13.705Z,aa7816,28.92756,-81.56661,2500,,
USA,Florida,2025-01-08T16:48:13.725Z,a7bc8e,28.46739,-80.77826,13000,,
USA,Florida,2025-01-08T16:48:13.095Z,000000,28.42478,-82.16402,3300,,
USA,Florida,2025-01-08T16:48:13.135Z,000000,28.46283,-82.12766,6000,,
USA,Florida,2025-01-08T16:48:11.965Z,000000,30.48666,-81.46749,3400,,
USA,Florida,2025-01-08T16:48:13.815Z,a55636,28.94661,-81.15163,3100,,
USA,Florida,2025-01-08T16:48:13.805Z,a78d13,28.52664,-81.59068,3500,,
USA,Florida,2025-01-08T16:48:13.835Z,a3f7f8,29.29998,-81.54651,21000,,
USA,Florida,2025-01-08T16:48:13.825Z,a8116a,28.46139,-80.78064,2500,,
USA,Florida,2025-01-08T16:48:13.775Z,ad4f1c,29.49001,-81.40013,1000,,
USA,Florida,2025-01-08T16:48:13.235Z,000000,28.58706,-82.21603,5500,,
USA,Florida,2025-01-08T16:48:13.005Z,a474cd,29.22503,-82.2732,1700,,
USA,Florida,2025-01-08T16:48:13.841Z,a8e071,28.84231,-81.4205,2400,LFA530,P28A
USA,Florida,2025-01-08T16:48:13.931Z,a9fbf3,28.40764,-80.95794,3000,,
USA,Florida,2025-01-08T16:48:13.951Z,acc020,28.03086,-82.27833,2100,,
USA,Florida,2025-01-08T16:48:13.901Z,a67ca0,29.28311,-81.11756,600,,
USA,Florida,2025-01-08T16:48:13.191Z,ad9d79,28.23417,-81.39781,1400,N97681,C172
USA,Florida,2025-01-08T16:48:13.161Z,ab6c94,28.24872,-81.37319,2900,SCX343,B738
USA,Florida,2025-01-08T16:48:13.001Z,a86c25,27.54733,-80.53039,2600,,
USA,Florida,2025-01-08T16:48:13.971Z,aab5b1,28.65183,-82.42992,1100,,
USA,Florida,2025-01-08T16:48:14.071Z,a27072,28.69586,-81.46342,9600,N2562M,PA27
USA,Florida,2025-01-08T16:48:14.071Z,a921f1,28.87344,-81.41231,1500,LFA545,
USA,Florida,2025-01-08T16:48:14.021Z,a23b25,28.83331,-81.56689,800,,
USA,Florida,2025-01-08T16:48:13.361Z,a30957,29.21025,-81.09858,2300,,
USA,Florida,2025-01-08T16:48:14.061Z,ab30dd,29.07222,-81.35694,9200,,
USA,Florida,2025-01-08T16:48:14.111Z,a69237,27.43269,-80.27892,1300,,
USA,Florida,2025-01-08T16:48:13.631Z,000000,27.60011,-78.99014,24600,,
USA,Florida,2025-01-08T16:48:13.821Z,ac481d,28.32583,-81.321,1900,SWA1436,B38M
USA,Florida,2025-01-08T16:48:14.061Z,a66412,28.80725,-82.32869,1000,,
USA,Florida,2025-01-08T16:48:14.131Z,ac7ad1,27.23847,-80.84931,1000,,
USA,Florida,2025-01-08T16:48:14.141Z,a70be8,27.25103,-80.83611,500,,
USA,Florida,2025-01-08T16:48:14.141Z,ad67bf,29.23783,-81.48403,3900,,
USA,Florida,2025-01-08T16:48:14.081Z,a925a8,28.51636,-80.79678,500,,
USA,Florida,2025-01-08T16:48:14.121Z,a373b7,28.30967,-80.7925,14700,AAL2949,B38M
USA,Florida,2025-01-08T16:48:13.151Z,ac4e08,28.81175,-81.74878,3900,N892PA,DA40
USA,Florida,2025-01-08T16:48:14.111Z,a2fdea,28.83417,-81.46044,2400,,
USA,Florida,2025-01-08T16:48:14.121Z,a07f4d,29.07581,-81.34981,1500,,
USA,Florida,2025-01-08T16:48:14.101Z,a12143,29.17311,-81.06361,400,,
USA,Florida,2025-01-08T16:48:14.181Z,a9ecad,28.99006,-81.29972,1600,,
USA,Florida,2025-01-08T16:48:13.375Z,a21fca,28.68549,-82.03674,16200,,
USA,Florida,2025-01-08T16:48:13.975Z,a097f4,29.1341,-82.12654,21200,,
USA,Florida,2025-01-08T16:48:14.445Z,000000,27.31497,-80.01486,25000,,
USA,Florida,2025-01-08T16:48:12.285Z,000000,30.43204,-81.40206,500,,
USA,Florida,2025-01-08T16:48:12.305Z,000000,30.4086,-81.51259,2900,,
USA,Florida,2025-01-08T16:48:14.025Z,a23b25,28.8333,-81.56686,800,,
USA,Florida,2025-01-08T16:48:14.075Z,a24293,28.76852,-81.66182,1800,,
USA,Florida,2025-01-08T16:48:14.135Z,ab62ad,28.93103,-81.07648,15100,,
USA,Florida,2025-01-08T16:48:14.155Z,a7081a,29.21099,-81.93745,18000,,
USA,Florida,2025-01-08T16:48:14.175Z,a9ecad,28.99004,-81.29972,1600,,
USA,Florida,2025-01-08T16:48:14.055Z,a54b11,28.63537,-80.85987,3500,,
USA,Florida,2025-01-08T16:48:14.135Z,a23428,29.03544,-80.95418,300,,
USA,Florida,2025-01-08T16:48:14.005Z,aa6f39,29.65649,-81.66236,3500,N7711,PA24
USA,Florida,2025-01-08T16:48:14.265Z,a29548,28.78087,-81.25772,700,,
USA,Florida,2025-01-08T16:48:14.205Z,ad9d79,28.2345,-81.39801,1400,,
USA,Florida,2025-01-08T16:48:14.325Z,a8fa72,28.79213,-81.30693,1600,,
USA,Florida,2025-01-08T16:48:14.235Z,a502c7,29.03751,-81.0367,800,,
USA,Florida,2025-01-08T16:48:14.195Z,a61443,29.70677,-81.69025,2000,,
USA,Florida,2025-01-08T16:48:14.235Z,a32734,29.8048,-81.22073,2500,,
USA,Florida,2025-01-08T16:48:13.561Z,ad00b6,28.92039,-81.67156,4500,,
USA,Florida,2025-01-08T16:48:14.071Z,a24293,28.76847,-81.66183,1800,,
USA,Florida,2025-01-08T16:48:13.751Z,abeb31,28.54931,-81.42433,9400,SWA107,B738
USA,Florida,2025-01-08T16:48:14.251Z,a9daef,27.15178,-80.67225,3000,,
USA,Florida,2025-01-08T16:48:14.331Z,a35b1b,27.18444,-80.94853,2100,,
USA,Florida,2025-01-08T16:48:14.271Z,a69cb1,28.75967,-81.31678,2100,LFA313,C172
USA,Florida,2025-01-08T16:48:14.321Z,a8fa72,28.79211,-81.30686,1600,LFA535,P28A
USA,Florida,2025-01-08T16:48:14.241Z,a12f9b,28.79456,-81.24114,900,,
USA,Florida,2025-01-08T16:48:14.261Z,a29548,28.78086,-81.25767,700,N266AA,P28A
USA,Florida,2025-01-08T16:48:14.291Z,a58fd5,27.99431,-82.19894,1100,,
USA,Florida,2025-01-08T16:48:14.201Z,a6bf49,27.16456,-80.38686,3500,,
USA,Florida,2025-01-08T16:48:14.391Z,a85fb8,28.88314,-81.29322,14900,FFT2506,A21N
USA,Florida,2025-01-08T16:48:14.341Z,a218dc,29.042,-81.03347,800,,
USA,Florida,2025-01-08T16:48:14.351Z,a4a130,27.36928,-80.75794,3100,,
USA,Florida,2025-01-08T16:48:13.601Z,a9e98f,28.863,-81.6555,1400,,
USA,Florida,2025-01-08T16:48:13.701Z,aa7816,28.92756,-81.56661,2500,,
USA,Florida,2025-01-08T16:48:14.021Z,000000,27.01058,-79.63233,15200,,
USA,Florida,2025-01-08T16:48:12.771Z,000000,27.90897,-82.41758,4500,,
USA,Florida,2025-01-08T16:48:14.853Z,000000,28.24642,-80.79244,0,,
USA,Florida,2025-01-08T16:48:14.411Z,a3a7fe,28.12581,-80.6445,4000,N3347F,C182
USA,Florida,2025-01-08T16:48:14.401Z,abc4bd,28.13597,-80.88833,2500,,
USA,Florida,2025-01-08T16:48:14.401Z,a55c36,27.36708,-80.89639,3500,,
USA,Florida,2025-01-08T16:48:14.431Z,a6f44f,28.79283,-81.86819,3500,N5470K,C172
USA,Florida,2025-01-08T16:48:14.391Z,a5e352,27.96778,-81.70594,5000,N479JA,P28A
USA,Florida,2025-01-08T16:48:14.421Z,a11d26,27.90147,-80.90958,2500,,
USA,Florida,2025-01-08T16:48:14.421Z,ac2aca,28.77975,-81.11475,23000,,
USA,Florida,2025-01-08T16:48:14.401Z,a5ae8a,28.69747,-82.40575,4300,,
USA,Florida,2025-01-08T16:48:14.471Z,a7f4e3,28.66667,-82.48289,4000,,
USA,Florida,2025-01-08T16:48:14.401Z,a1a019,28.32494,-80.66969,900,,
USA,Florida,2025-01-08T16:48:14.491Z,aa6cf1,28.78181,-81.19803,600,N771CA,P28A
USA,Florida,2025-01-08T16:48:14.401Z,ac72e3,29.05236,-80.99094,1900,CXK261,P28A
USA,Florida,2025-01-08T16:48:13.681Z,31dfc7,29.20486,-81.43786,2900,,
USA,Florida,2025-01-08T16:48:14.091Z,000000,26.68769,-79.28697,21200,,
USA,Florida,2025-01-08T16:48:14.111Z,000000,27.13472,-80.13633,3100,,
USA,Florida,2025-01-08T16:48:14.181Z,000000,26.52789,-79.40769,15500,,
USA,Florida,2025-01-08T16:48:14.541Z,a3ad2d,28.69764,-82.12992,6900,,
USA,Florida,2025-01-08T16:48:14.581Z,aaff68,28.12981,-82.14086,1500,,
USA,Florida,2025-01-08T16:48:10.021Z,000000,28.49633,-77.78083,0,,
USA,Florida,2025-01-08T16:48:14.651Z,a945b9,28.93436,-81.66744,1000,,
USA,Florida,2025-01-08T16:48:14.601Z,a55c89,27.55433,-80.59397,4000,,
USA,Florida,2025-01-08T16:48:12.605Z,000000,30.35909,-81.5341,1000,,
USA,Florida,2025-01-08T16:48:14.335Z,acc3d5,28.7699,-81.12584,1600,,
USA,Florida,2025-01-08T16:48:14.385Z,a85fb8,28.88313,-81.29323,14900,,
USA,Florida,2025-01-08T16:48:14.425Z,a6f44f,28.79284,-81.86822,3500,,
USA,Florida,2025-01-08T16:48:14.455Z,a91057,29.28804,-81.2153,2300,,
USA,Florida,2025-01-08T16:48:14.405Z,a9e98f,28.86338,-81.65543,1400,,
USA,Florida,2025-01-08T16:48:14.365Z,a992c9,28.9097,-80.87984,2300,,
USA,Florida,2025-01-08T16:48:14.345Z,a218dc,29.04201,-81.03342,800,,
USA,Florida,2025-01-08T16:48:14.415Z,acb88c,29.02219,-80.95681,700,,
USA,Florida,2025-01-08T16:48:12.755Z,000000,27.9045,-82.41697,4500,,
USA,Florida,2025-01-08T16:48:14.525Z,aa4f1c,28.56784,-81.30853,1000,,
USA,Florida,2025-01-08T16:48:14.405Z,ac72e3,29.0524,-80.99099,2000,CXK261,P28A
USA,Florida,2025-01-08T16:48:14.405Z,a1a019,28.32497,-80.66971,900,,
USA,Florida,2025-01-08T16:48:14.525Z,a368b2,28.98792,-81.14723,1100,,
USA,Florida,2025-01-08T16:48:14.635Z,ac2d25,29.24682,-81.29716,3200,,
USA,Florida,2025-01-08T16:48:14.595Z,a0e8c8,30.0445,-81.45489,8000,N158K,BE58
USA,Florida,2025-01-08T16:48:14.095Z,a12143,29.17311,-81.06364,400,N172GT,
USA,Florida,2025-01-08T16:48:14.095Z,a12143,29.17311,-81.06364,400,N172GT,
USA,Florida,2025-01-08T16:48:14.045Z,a2fdea,28.83414,-81.46042,2500,,
USA,Florida,2025-01-08T16:48:13.955Z,a8865e,29.13802,-81.09364,1900,N64875,
USA,Florida,2025-01-08T16:48:14.095Z,a8e428,28.90414,-81.44628,3300,,
USA,Florida,2025-01-08T16:48:14.095Z,a8e071,28.84231,-81.4207,2500,,
USA,Florida,2025-01-08T16:48:14.655Z,a945b9,28.93442,-81.66747,1100,,
USA,Florida,2025-01-08T16:48:14.595Z,a70dc8,29.71579,-82.14619,5300,,
USA,Florida,2025-01-08T16:48:13.905Z,000000,28.83213,-80.79402,0,,
USA,Florida,2025-01-08T16:48:14.735Z,a03f1b,28.63805,-80.80948,8500,,
USA,Florida,2025-01-08T16:48:14.785Z,a5d421,29.0616,-81.26837,300,,
USA,Florida,2025-01-08T16:48:14.775Z,a23000,28.93532,-81.65144,700,,
USA,Florida,2025-01-08T16:48:14.535Z,ab30dd,29.07197,-81.35686,9200,SD3,JUMP
USA,Florida,2025-01-08T16:48:14.175Z,a5bc1f,28.96646,-80.89778,2100,,
USA,Florida,2025-01-08T16:48:12.965Z,000000,30.29381,-81.46193,1400,,
USA,Florida,2025-01-08T16:48:14.215Z,000000,28.7284,-79.7802,24000,,
USA,Florida,2025-01-08T16:48:14.845Z,ac481d,28.3267,-81.32103,1900,,
USA,Florida,2025-01-08T16:48:14.835Z,ab110a,28.45081,-80.825,1300,,
USA,Florida,2025-01-08T16:48:14.895Z,a6b717,28.31967,-80.82509,2600,,
USA,Florida,2025-01-08T16:48:14.915Z,a4f601,28.88457,-80.91062,2600,,
USA,Florida,2025-01-08T16:48:14.905Z,a67ca0,29.28326,-81.11725,600,,
USA,Florida,2025-01-08T16:48:14.875Z,a63b9d,28.36831,-81.40735,6200,,
USA,Florida,2025-01-08T16:48:14.805Z,a0a303,28.43619,-81.0847,2400,,
USA,Florida,2025-01-08T16:48:14.935Z,abe124,29.4841,-81.19513,23800,,
USA,Florida,2025-01-08T16:48:14.595Z,a0e8c8,30.0445,-81.45489,8000,N158K,BE58
USA,Florida,2025-01-08T16:48:13.805Z,a68d17,28.88687,-80.94837,1800,,
USA,Florida,2025-01-08T16:48:14.455Z,000000,28.42032,-79.781,13000,,
USA,Florida,2025-01-08T16:48:14.945Z,ac9c57,29.05309,-82.10791,1900,,
