Primary Partition,Secondary Partition,Timestamp,VIN or ID,Latitude,Longitude,Altitude,Custom 1,Custom 2
USA,Florida,2025-01-08T16:48:40.001Z,a474cd,29.21506,-82.26156,1400,,
USA,Florida,2025-01-08T16:48:40.701Z,a373b7,28.27708,-80.75233,15300,AAL2949,B38M
USA,Florida,2025-01-08T16:48:40.651Z,a12133,28.51467,-81.49936,2200,,
USA,Florida,2025-01-08T16:48:40.601Z,aa837d,28.82239,-81.63572,2500,,
USA,Florida,2025-01-08T16:48:40.661Z,a30957,29.21117,-81.10972,2600,,
USA,Florida,2025-01-08T16:48:40.761Z,a92f6f,28.74064,-81.09075,1600,LFA548,
USA,Florida,2025-01-08T16:48:41.105Z,000000,26.47308,-80.35011,3500,,
USA,Florida,2025-01-08T16:48:40.751Z,a17a5a,28.11669,-80.61164,700,,
USA,Florida,2025-01-08T16:48:40.821Z,a11d26,27.91439,-80.91006,2500,,
USA,Florida,2025-01-08T16:48:40.821Z,a73c3b,28.01803,-82.01753,1100,,
USA,Florida,2025-01-08T16:48:39.021Z,000000,30.88197,-82.60967,0,,
USA,Florida,2025-01-08T16:48:40.821Z,a0ecce,27.58894,-80.60994,1700,,
USA,Florida,2025-01-08T16:48:40.871Z,a7f4e3,28.67631,-82.48575,4000,,
USA,Florida,2025-01-08T16:48:40.791Z,a1d3f5,28.95975,-80.85178,3900,,
USA,Florida,2025-01-08T16:48:40.851Z,a8865e,29.12544,-81.09392,1900,,
USA,Florida,2025-01-08T16:48:40.911Z,a98bff,28.28806,-81.43606,400,,
USA,Florida,2025-01-08T16:48:40.841Z,a2abca,28.03147,-81.22914,2300,,
USA,Florida,2025-01-08T16:48:40.841Z,a981bd,27.951,-80.54675,600,,
USA,Florida,2025-01-08T16:48:40.001Z,a80c5a,27.97672,-80.82292,3000,,
USA,Florida,2025-01-08T16:48:40.941Z,a48a8f,28.52878,-81.25253,3400,DAL831,A321
USA,Florida,2025-01-08T16:48:40.921Z,a10f87,28.81758,-81.91317,1100,,
USA,Florida,2025-01-08T16:48:40.931Z,ab1c63,29.44764,-81.17803,900,,
USA,Florida,2025-01-08T16:48:40.171Z,000000,27.48253,-81.36042,1700,,
USA,Florida,2025-01-08T16:48:40.191Z,000000,27.49869,-81.36839,1700,,
USA,Florida,2025-01-08T16:48:40.241Z,000000,27.54067,-82.03308,4400,,
USA,Florida,2025-01-08T16:48:40.301Z,000000,27.65769,-82.6245,23000,,
USA,Florida,2025-01-08T16:48:40.311Z,000000,27.67175,-82.48636,16900,,
USA,Florida,2025-01-08T16:48:39.801Z,a8dcba,28.48639,-80.79617,700,,
USA,Florida,2025-01-08T16:48:40.251Z,a8fc2e,28.3055,-81.42397,3700,UAL1344,B739
USA,Florida,2025-01-08T16:48:40.911Z,a98bff,28.28806,-81.43606,400,,
USA,Florida,2025-01-08T16:48:40.201Z,a98bff,28.28797,-81.43597,400,,
USA,Florida,2025-01-08T16:48:40.831Z,ab30dd,29.058,-81.35017,9600,,
USA,Florida,2025-01-08T16:48:40.861Z,ac4e08,28.79722,-81.739,3900,N892PA,DA40
USA,Florida,2025-01-08T16:48:40.851Z,a9ecad,28.97628,-81.29297,1600,,
USA,Florida,2025-01-08T16:48:40.891Z,a85fb8,28.9265,-81.29639,16000,FFT2506,A21N
USA,Florida,2025-01-08T16:48:40.101Z,000000,29.91444,-81.34544,2000,,
USA,Florida,2025-01-08T16:48:40.111Z,a71e53,29.47972,-81.25056,1000,,
USA,Florida,2025-01-08T16:48:39.551Z,000000,26.94875,-81.33764,15000,,
USA,Florida,2025-01-08T16:48:40.001Z,a9e22e,29.76911,-81.23694,18400,,
USA,Florida,2025-01-08T16:48:40.231Z,000000,29.86617,-81.19467,2200,,
USA,Florida,2025-01-08T16:48:40.211Z,000000,29.57489,-81.20214,26900,FFT3273,A21N
USA,Florida,2025-01-08T16:48:40.221Z,000000,29.79544,-81.2055,2500,,
USA,Florida,2025-01-08T16:48:40.341Z,000000,28.14222,-81.76875,700,,
USA,Florida,2025-01-08T16:48:39.904Z,a0e514,29.78131,-81.63031,4900,N157KC,C172
USA,Florida,2025-01-08T16:48:40.014Z,000000,27.67302,-81.7991,4500,,
USA,Florida,2025-01-08T16:48:40.014Z,000000,28.0787,-81.52099,2400,,
USA,Florida,2025-01-08T16:48:40.064Z,000000,28.51281,-80.79641,800,,
USA,Florida,2025-01-08T16:48:40.084Z,000000,28.51682,-80.80563,900,,
USA,Florida,2025-01-08T16:48:40.034Z,000000,27.78874,-81.74294,20000,,
USA,Florida,2025-01-08T16:48:40.054Z,000000,27.78069,-80.6858,2500,,
USA,Florida,2025-01-08T16:48:40.054Z,000000,27.47093,-80.63039,5500,,
USA,Florida,2025-01-08T16:48:40.064Z,000000,27.93365,-81.6757,3800,,
USA,Florida,2025-01-08T16:48:40.624Z,a94202,28.86226,-81.47057,1500,,
USA,Florida,2025-01-08T16:48:40.634Z,ac3f09,29.70429,-82.13845,24200,,
USA,Florida,2025-01-08T16:48:40.684Z,a368b2,28.99641,-81.14471,1100,,
USA,Florida,2025-01-08T16:48:41.027Z,000000,28.82619,-80.79389,0,,
USA,Florida,2025-01-08T16:48:40.594Z,a78d13,28.52765,-81.60221,3500,,
USA,Florida,2025-01-08T16:48:40.714Z,a7081a,29.16205,-81.91137,17200,,
USA,Florida,2025-01-08T16:48:40.664Z,a99c76,28.85072,-80.86512,3900,,
USA,Florida,2025-01-08T16:48:40.004Z,a71fbd,29.86654,-81.19424,2200,,
USA,Florida,2025-01-08T16:48:40.674Z,aaa233,29.42191,-81.06363,2500,C8178,BE35
USA,Florida,2025-01-08T16:48:40.114Z,000000,27.67512,-81.96445,5500,,
USA,Florida,2025-01-08T16:48:40.114Z,000000,27.97374,-81.69191,5000,,
USA,Florida,2025-01-08T16:48:40.404Z,a0a303,28.44795,-81.09798,2200,,
USA,Florida,2025-01-08T16:48:40.164Z,000000,28.0435,-81.68032,900,,
USA,Florida,2025-01-08T16:48:40.204Z,a71e53,29.47965,-81.25055,1000,,
USA,Florida,2025-01-08T16:48:39.084Z,000000,30.27166,-81.8469,1600,,
USA,Florida,2025-01-08T16:48:40.594Z,aa837d,28.82239,-81.63568,2500,,
USA,Florida,2025-01-08T16:48:40.244Z,a8fc2e,28.30548,-81.42397,3800,,
USA,Florida,2025-01-08T16:48:39.904Z,a98bff,28.28784,-81.43587,400,,
USA,Florida,2025-01-08T16:48:40.214Z,a98bff,28.28797,-81.4361,400,,
USA,Florida,2025-01-08T16:48:40.004Z,a474cd,29.21507,-82.26156,1400,,
USA,Florida,2025-01-08T16:48:40.784Z,a963f7,28.59695,-81.41721,7300,,
USA,Florida,2025-01-08T16:48:40.844Z,a8865e,29.12549,-81.09395,1900,N64875,
USA,Florida,2025-01-08T16:48:40.844Z,a3a62d,29.02401,-81.04184,1000,,
USA,Florida,2025-01-08T16:48:40.794Z,a1d3f5,28.95976,-80.85179,3900,,
USA,Florida,2025-01-08T16:48:40.824Z,aa1f82,29.96473,-81.34586,400,,
USA,Florida,2025-01-08T16:48:40.844Z,a48475,28.46844,-81.68117,1100,,
USA,Florida,2025-01-08T16:48:41.234Z,000000,28.39866,-81.29993,0,,
USA,Florida,2025-01-08T16:48:41.234Z,000000,27.53095,-81.87563,3000,,
USA,Florida,2025-01-08T16:48:41.001Z,a15d6c,29.10922,-82.194,1400,,
USA,Florida,2025-01-08T16:48:41.061Z,a5448b,27.67331,-81.79872,4500,,
USA,Florida,2025-01-08T16:48:41.081Z,a016e9,29.41867,-81.13319,6100,N1047M,P28A
USA,Florida,2025-01-08T16:48:41.041Z,ac7ad1,27.23308,-80.83808,800,,
USA,Florida,2025-01-08T16:48:41.061Z,a5e509,27.97225,-80.56558,3200,,
USA,Florida,2025-01-08T16:48:40.391Z,000000,27.88772,-82.86761,12200,,
USA,Florida,2025-01-08T16:48:40.331Z,000000,29.75692,-81.09967,18000,,
USA,Florida,2025-01-08T16:48:40.361Z,000000,26.72078,-79.77594,14500,,
USA,Florida,2025-01-08T16:48:41.091Z,ac481d,28.34706,-81.32125,1500,SWA1436,B38M
USA,Florida,2025-01-08T16:48:40.991Z,a07f4d,29.06728,-81.33361,1300,,
USA,Florida,2025-01-08T16:48:41.061Z,31dfc7,29.21275,-81.42903,3000,,
USA,Florida,2025-01-08T16:48:40.951Z,a80931,28.92314,-80.85483,1500,,
USA,Florida,2025-01-08T16:48:40.961Z,a4f601,28.87194,-80.90586,2400,,
USA,Florida,2025-01-08T16:48:41.071Z,a12f9b,28.79417,-81.22831,900,,
USA,Florida,2025-01-08T16:48:38.404Z,000000,26.72647,-79.80628,3100,,
USA,Florida,2025-01-08T16:48:40.641Z,aba8ef,29.18028,-81.05856,0,,
USA,Florida,2025-01-08T16:48:39.191Z,000000,31.34383,-82.49267,0,,
USA,Florida,2025-01-08T16:48:41.191Z,a0d655,27.55978,-81.62417,17000,,
USA,Florida,2025-01-08T16:48:41.201Z,a0e5da,27.46261,-80.78339,2600,,
USA,Florida,2025-01-08T16:48:41.111Z,a23b25,28.82064,-81.56781,800,,
USA,Florida,2025-01-08T16:48:39.304Z,ab113e,29.46544,-81.19242,100,,
USA,Florida,2025-01-08T16:48:40.501Z,000000,26.26881,-79.92075,10100,,
USA,Florida,2025-01-08T16:48:40.521Z,000000,26.44981,-80.07067,13700,,
USA,Florida,2025-01-08T16:48:40.601Z,000000,28.32972,-82.57722,11400,,
USA,Florida,2025-01-08T16:48:40.294Z,000000,28.11536,-81.73277,1000,,
USA,Florida,2025-01-08T16:48:40.354Z,000000,28.11314,-81.81021,3000,,
USA,Florida,2025-01-08T16:48:40.314Z,a32734,29.79554,-81.20562,2500,,
USA,Florida,2025-01-08T16:48:40.354Z,ab1c63,29.44769,-81.17835,900,,
USA,Florida,2025-01-08T16:48:40.414Z,a1495b,29.45995,-81.15322,1000,,
USA,Florida,2025-01-08T16:48:40.354Z,000000,28.1423,-81.76885,700,,
USA,Florida,2025-01-08T16:48:40.344Z,000000,27.97541,-82.04875,4400,,
USA,Florida,2025-01-08T16:48:40.424Z,000000,27.08549,-81.50267,10700,,
USA,Florida,2025-01-08T16:48:40.384Z,000000,28.03085,-82.02462,1600,,
USA,Florida,2025-01-08T16:48:40.384Z,000000,27.98181,-82.11763,3800,,
USA,Florida,2025-01-08T16:48:40.404Z,000000,28.11345,-81.90681,6600,,
USA,Florida,2025-01-08T16:48:40.474Z,000000,28.25334,-81.68615,2600,,
USA,Florida,2025-01-08T16:48:37.064Z,000000,28.11893,-82.02089,7000,,
USA,Florida,2025-01-08T16:48:40.314Z,a27072,28.69566,-81.47931,9600,,
USA,Florida,2025-01-08T16:48:41.094Z,ac481d,28.34707,-81.32127,1500,,
USA,Florida,2025-01-08T16:48:41.064Z,a12f9b,28.7942,-81.22831,900,,
USA,Florida,2025-01-08T16:48:40.534Z,000000,27.15373,-81.7892,22100,,
USA,Florida,2025-01-08T16:48:40.544Z,000000,28.11132,-82.33181,6500,,
USA,Florida,2025-01-08T16:48:40.514Z,000000,28.16509,-82.05145,5500,,
USA,Florida,2025-01-08T16:48:40.244Z,ab113e,29.46544,-81.19245,100,,
USA,Florida,,,,,,ERU892,
USA,Florida,2025-01-08T16:48:33.284Z,000000,31.16893,-82.03176,0,,
USA,Florida,2025-01-08T16:48:40.544Z,a55636,28.95705,-81.15601,3100,,
USA,Florida,2025-01-08T16:48:40.634Z,000000,28.28154,-82.02076,3600,,
USA,Florida,2025-01-08T16:48:40.774Z,a46310,28.35725,-81.18757,5200,,
USA,Florida,2025-01-08T16:48:40.744Z,a67ca0,29.28828,-81.11077,400,,
USA,Florida,2025-01-08T16:48:40.954Z,a945b9,28.92157,-81.66622,1000,,
USA,Florida,2025-01-08T16:48:41.174Z,a03f1b,28.60904,-80.80033,8500,,
USA,Florida,2025-01-08T16:48:40.511Z,000000,26.81247,-80.17581,17900,,
USA,Florida,2025-01-08T16:48:40.511Z,000000,26.76364,-80.14989,7000,,
USA,Florida,2025-01-08T16:48:40.421Z,a65681,28.39933,-82.18519,3500,,
USA,Florida,2025-01-08T16:48:40.631Z,a67ca0,29.28825,-81.11078,400,,
USA,Florida,2025-01-08T16:48:40.771Z,000000,27.05742,-80.68272,8100,,
USA,Florida,2025-01-08T16:48:41.291Z,a1a7fd,28.20992,-82.36417,500,,
USA,Florida,2025-01-08T16:48:40.921Z,a894b7,27.93114,-80.54139,1000,,
USA,Florida,2025-01-08T16:48:41.331Z,a7bc8e,28.50792,-80.79436,13000,EJA598,C68A
USA,Florida,2025-01-08T16:48:41.221Z,a6c691,28.87242,-81.41222,1900,N53588,
USA,Florida,2025-01-08T16:48:41.271Z,a2fdea,28.83814,-81.47253,2500,,
USA,Florida,2025-01-08T16:48:41.301Z,a12143,29.16542,-81.07025,700,,
USA,Florida,2025-01-08T16:48:41.311Z,a3ad2d,28.68361,-82.12989,6900,,
USA,Florida,2025-01-08T16:48:41.381Z,a02c94,27.71953,-80.34964,19100,,
USA,Florida,2025-01-08T16:48:41.341Z,ab4519,28.81747,-82.12003,15600,,
USA,Florida,2025-01-08T16:48:40.691Z,a097f4,29.08381,-82.12497,20300,,
USA,Florida,2025-01-08T16:48:41.421Z,a4a130,27.38264,-80.76447,3000,,
USA,Florida,2025-01-08T16:48:41.381Z,a06de6,28.23831,-81.501,2800,,
USA,Florida,2025-01-08T16:48:40.481Z,a639e2,27.94264,-80.59592,1200,,
USA,Florida,2025-01-08T16:48:41.491Z,ad5017,27.50306,-81.59428,18000,,
USA,Florida,2025-01-08T16:48:41.451Z,a608e5,27.63078,-82.09892,2500,,
USA,Florida,2025-01-08T16:48:41.401Z,a6ca4b,28.77044,-82.05892,6400,,
USA,Florida,2025-01-08T16:48:41.281Z,a2ebd7,28.11511,-81.73344,1000,,
USA,Florida,2025-01-08T16:48:41.461Z,a3a7fe,28.11278,-80.63936,4000,N3347F,C182
USA,Florida,2025-01-08T16:48:41.401Z,a1a019,28.33061,-80.66389,800,,
USA,Florida,2025-01-08T16:48:41.491Z,accd77,28.96858,-81.35317,3000,,
USA,Florida,2025-01-08T16:48:41.234Z,ad1514,29.04213,-81.01827,5500,,
USA,Florida,2025-01-08T16:48:41.274Z,a1901c,28.82124,-80.90034,3200,,
USA,Florida,2025-01-08T16:48:41.284Z,a992c9,28.91123,-80.89215,2100,,
USA,Florida,2025-01-08T16:48:41.224Z,a6c691,28.87242,-81.41224,1900,,
USA,Florida,2025-01-08T16:48:41.274Z,ad96e2,28.60564,-81.98588,3700,,
USA,Florida,2025-01-08T16:48:40.874Z,000000,27.67142,-82.48638,17000,,
USA,Florida,2025-01-08T16:48:39.564Z,000000,30.18604,-81.86332,900,,
USA,Florida,2025-01-08T16:48:40.774Z,000000,28.40119,-82.18573,0,,
USA,Florida,2025-01-08T16:48:40.804Z,000000,28.43296,-82.16144,3400,,
USA,Florida,2025-01-08T16:48:40.904Z,000000,27.65724,-82.62447,23000,,
USA,Florida,2025-01-08T16:48:40.644Z,acee86,30.15127,-81.40741,16000,,
USA,Florida,2025-01-08T16:48:39.654Z,000000,30.01634,-81.87112,2400,,
USA,Florida,2025-01-08T16:48:39.664Z,000000,30.17039,-81.87336,700,,
USA,Florida,2025-01-08T16:48:41.364Z,a863f6,29.03804,-81.39447,21000,,
USA,Florida,2025-01-08T16:48:40.844Z,000000,28.47633,-82.12963,6000,,
USA,Florida,2025-01-08T16:48:41.384Z,a70a8c,28.62622,-81.80745,3000,,
USA,Florida,2025-01-08T16:48:41.364Z,a8adbb,28.96469,-81.21367,2300,,
USA,Florida,2025-01-08T16:48:41.424Z,a8e071,28.84183,-81.43553,2500,,
USA,Florida,2025-01-08T16:48:41.424Z,a23428,29.04365,-80.95156,200,,
USA,Florida,2025-01-08T16:48:39.644Z,000000,30.02183,-81.86951,3000,,
USA,Florida,2025-01-08T16:48:39.704Z,000000,30.2325,-81.87595,800,,
USA,Florida,2025-01-08T16:48:39.654Z,000000,30.79235,-81.367,19800,,
USA,Florida,2025-01-08T16:48:40.924Z,000000,28.57396,-82.22167,5400,,
USA,Florida,2025-01-08T16:48:40.984Z,abeb31,28.51489,-81.42376,8700,,
USA,Florida,2025-01-08T16:48:41.514Z,a502c7,29.02381,-81.04206,900,,
USA,Florida,2025-01-08T16:48:41.404Z,a0e8c8,30.02331,-81.44193,8000,N158K,BE58
USA,Florida,2025-01-08T16:48:41.394Z,acb88c,29.01521,-80.95653,800,,
USA,Florida,2025-01-08T16:48:40.961Z,abeb31,28.51489,-81.42378,8700,SWA107,B738
USA,Florida,2025-01-08T16:48:40.441Z,aa4f1c,28.56678,-81.32503,1100,,
USA,Florida,2025-01-08T16:48:41.061Z,a7fcd2,28.16375,-82.05058,5500,,
USA,Florida,2025-01-08T16:48:41.201Z,a3a4ae,27.52781,-80.60397,5300,,
USA,Florida,2025-01-08T16:48:40.891Z,000000,27.04622,-80.87503,5800,,
USA,Florida,2025-01-08T16:48:40.731Z,a3f41e,27.27631,-80.63428,3000,,
USA,Florida,2025-01-08T16:48:40.891Z,000000,26.56358,-80.97178,6900,,
USA,Florida,2025-01-08T16:48:39.201Z,000000,26.27122,-81.14056,12500,,
USA,Florida,2025-01-08T16:48:39.351Z,000000,26.43086,-81.357,17000,,
USA,Florida,2025-01-08T16:48:41.181Z,0c6060,27.85819,-81.05217,8400,BWA482,B38M
USA,Florida,2025-01-08T16:48:41.571Z,a89f22,28.47444,-82.44333,0,,
USA,Florida,2025-01-08T16:48:41.631Z,a7e47d,27.83564,-80.63489,7400,N6076U,PA46
USA,Florida,2025-01-08T16:48:41.711Z,a633a0,27.81578,-80.44153,4000,,
USA,Florida,2025-01-08T16:48:41.541Z,a8fa72,28.79811,-81.31761,1500,LFA535,P28A
USA,Florida,2025-01-08T16:48:40.661Z,a99c76,28.85072,-80.86508,3900,,
USA,Florida,2025-01-08T16:48:41.651Z,a368b4,29.17897,-81.05058,0,,
USA,Florida,2025-01-08T16:48:41.601Z,a7260e,27.86717,-82.06575,1100,,
USA,Florida,2025-01-08T16:48:39.841Z,000000,31.20428,-81.08525,0,,
USA,Florida,2025-01-08T16:48:41.211Z,000000,28.38911,-82.98464,11000,,
USA,Florida,2025-01-08T16:48:41.111Z,000000,27.02408,-81.28422,5600,,
USA,Florida,2025-01-08T16:48:41.191Z,ac2aca,28.80725,-81.12633,23000,,
USA,Florida,2025-01-08T16:48:41.251Z,a837d7,28.61364,-82.65992,24600,,
USA,Florida,2025-01-08T16:48:40.801Z,a35b1b,27.19147,-80.94047,2000,,
USA,Florida,2025-01-08T16:48:41.241Z,acc3d5,28.77006,-81.13856,1400,N921W,M20P
USA,Florida,2025-01-08T16:48:41.151Z,000000,27.06672,-81.32936,5500,,
USA,Florida,2025-01-08T16:48:41.251Z,a6f44f,28.79264,-81.85317,3600,N5470K,C172
USA,Florida,2025-01-08T16:48:41.441Z,a58a17,28.84842,-81.92189,0,,
USA,Florida,2025-01-08T16:48:41.821Z,a30bb3,28.07833,-81.52103,2300,,
USA,Florida,2025-01-08T16:48:41.791Z,aa2061,28.07319,-81.35175,500,,
USA,Florida,2025-01-08T16:48:41.831Z,ac1043,27.79156,-82.20675,2100,,
USA,Florida,2025-01-08T16:48:41.861Z,ac4d36,29.29303,-81.32794,2900,,
USA,Florida,2025-01-08T16:48:42.271Z,a8ea50,28.13219,-81.77519,400,,
USA,Florida,2025-01-08T16:48:42.271Z,000000,26.74844,-81.23344,5600,,
USA,Florida,2025-01-08T16:48:42.271Z,000000,26.92672,-81.74011,3000,,
USA,Florida,2025-01-08T16:48:42.271Z,000000,27.07347,-82.38392,4400,,
USA,Florida,2025-01-08T16:48:37.941Z,aa6cf1,28.78181,-81.20683,400,N771CA,P28A
USA,Florida,2025-01-08T16:48:41.371Z,000000,28.76994,-82.85822,15900,,
USA,Florida,2025-01-08T16:48:41.261Z,a69cb1,28.75117,-81.32158,2500,LFA313,C172
USA,Florida,2025-01-08T16:48:41.641Z,ad790f,27.65031,-80.80375,2800,,
USA,Florida,2025-01-08T16:48:41.711Z,a54b11,28.62344,-80.86292,3500,ERU440,C172
USA,Florida,2025-01-08T16:48:41.001Z,a08604,27.34736,-80.28878,1300,,
USA,Florida,2025-01-08T16:48:41.801Z,a5ae8a,28.71006,-82.40608,4300,,
USA,Florida,2025-01-08T16:48:41.991Z,a64034,29.62286,-81.20508,500,,
USA,Florida,2025-01-08T16:48:41.871Z,a40144,27.71214,-80.68897,3600,,
USA,Florida,2025-01-08T16:48:41.891Z,ab8560,27.91342,-80.35228,11600,,
USA,Florida,2025-01-08T16:48:41.961Z,a6b717,28.30983,-80.81775,2600,,
USA,Florida,2025-01-08T16:48:41.921Z,a2ef8e,28.11314,-81.81075,3000,,
USA,Florida,2025-01-08T16:48:41.421Z,a8e071,28.84178,-81.43556,2500,,
USA,Florida,,,,,,LFA530,P28A
USA,Florida,2025-01-08T16:48:39.824Z,000000,30.21183,-81.88573,700,,
USA,Florida,2025-01-08T16:48:41.114Z,a9db01,28.55095,-81.3613,1000,,
USA,Florida,2025-01-08T16:48:39.804Z,000000,30.18246,-81.88651,800,,
USA,Florida,2025-01-08T16:48:40.954Z,a4f601,28.87197,-80.90584,2500,,
USA,Florida,2025-01-08T16:48:41.594Z,a9e98f,28.87487,-81.65518,1000,,
USA,Florida,2025-01-08T16:48:41.814Z,ad9d79,28.24383,-81.40481,1100,,
USA,Florida,2025-01-08T16:48:41.164Z,000000,28.32752,-82.57587,11500,,
USA,Florida,2025-01-08T16:48:41.234Z,000000,28.38943,-82.98463,11000,,
USA,Florida,2025-01-08T16:48:41.304Z,000000,28.61338,-82.65958,24600,,
USA,Florida,2025-01-08T16:48:41.254Z,acc3d5,28.77011,-81.13851,1400,,
USA,Florida,2025-01-08T16:48:41.274Z,a91a83,28.7641,-81.238,600,,
USA,Florida,2025-01-08T16:48:41.384Z,000000,28.77028,-82.85816,15900,,
USA,Florida,2025-01-08T16:48:37.944Z,aa6cf1,28.78186,-81.20682,400,,
USA,Florida,2025-01-08T16:48:41.814Z,ab30dd,29.05748,-81.34993,9600,SD3,JUMP
USA,Florida,2025-01-08T16:48:41.914Z,a80931,28.92335,-80.85525,1500,,
USA,Florida,2025-01-08T16:48:41.441Z,000000,27.38278,-81.68692,5500,,
USA,Florida,2025-01-08T16:48:41.551Z,000000,29.10197,-82.34842,0,,
USA,Florida,2025-01-08T16:48:42.041Z,a64aef,28.01036,-80.10944,7000,,
USA,Florida,2025-01-08T16:48:42.111Z,ac5ba1,27.70678,-80.49889,5100,WCP315,P28A
USA,Florida,2025-01-08T16:48:30.871Z,000000,31.21761,-82.08036,24900,,
USA,Florida,2025-01-08T16:48:41.391Z,acc0bd,29.05161,-82.188,4100,,
USA,Florida,2025-01-08T16:48:41.521Z,a8e428,28.91336,-81.45381,3500,,
USA,Florida,2025-01-08T16:48:41.681Z,a52a26,28.1715,-80.63294,3600,,
USA,Florida,2025-01-08T16:48:42.121Z,ab110a,28.45231,-80.80964,1100,,
USA,Florida,2025-01-08T16:48:42.201Z,acc147,27.67561,-81.96453,5500,,
USA,Florida,2025-01-08T16:48:42.001Z,a7f5be,28.25267,-81.68622,2600,,
USA,Florida,2025-01-08T16:48:42.211Z,a2e6cf,28.36058,-81.83272,3600,N2861Q,C172
USA,Florida,2025-01-08T16:48:42.211Z,0ac95a,28.39067,-81.28197,700,AVA028,A320
USA,Florida,2025-01-08T16:48:42.251Z,a9db01,28.55069,-81.36186,1000,,
USA,Florida,2025-01-08T16:48:42.191Z,a368b2,28.99664,-81.14406,1100,,
USA,Florida,2025-01-08T16:48:42.241Z,abceda,27.19283,-80.39,2500,,
USA,Florida,2025-01-08T16:48:42.251Z,a27a37,27.44628,-80.64297,4500,,
USA,Florida,2025-01-08T16:48:42.231Z,a5cb05,27.98197,-81.98228,700,,
USA,Florida,2025-01-08T16:48:41.391Z,a6d505,28.82406,-81.80967,0,,
USA,Florida,2025-01-08T16:48:41.364Z,a8fa72,28.79806,-81.3176,1600,,
USA,Florida,2025-01-08T16:48:37.754Z,000000,30.65008,-80.62365,24600,,
USA,Florida,2025-01-08T16:48:41.064Z,a06b1a,28.8611,-81.49452,3500,,
USA,Florida,2025-01-08T16:48:41.944Z,a9ecad,28.97575,-81.29273,1700,,
USA,Florida,2025-01-08T16:48:42.014Z,a21e5c,29.08686,-81.34232,3000,N23566,C172
USA,Florida,2025-01-08T16:48:41.964Z,a6b717,28.30986,-80.81774,2600,,
USA,Florida,2025-01-08T16:48:41.994Z,a64034,29.62292,-81.20514,600,,
USA,Florida,2025-01-08T16:48:41.974Z,ab6c94,28.25167,-81.34571,2500,,
USA,Florida,2025-01-08T16:48:40.244Z,000000,27.53966,-82.73363,24600,,
USA,Florida,2025-01-08T16:48:42.014Z,a21e5c,29.08686,-81.34232,3000,N23566,C172
USA,Florida,2025-01-08T16:48:41.574Z,000000,29.10202,-82.34839,0,,
USA,Florida,2025-01-08T16:48:41.554Z,a12143,29.16535,-81.07027,700,N172GT,
USA,Florida,2025-01-08T16:48:41.534Z,a8e428,28.9134,-81.4538,3500,,
USA,Florida,2025-01-08T16:48:42.164Z,a4a977,28.46261,-81.06554,21700,,
USA,Florida,2025-01-08T16:48:42.134Z,a68d17,28.87263,-80.94536,1800,,
USA,Florida,2025-01-08T16:48:42.124Z,ab110a,28.45227,-80.80963,1100,,
USA,Florida,2025-01-08T16:48:42.004Z,a8949c,28.56258,-80.94579,3000,,
USA,Florida,2025-01-08T16:48:40.304Z,000000,29.87124,-82.05936,1500,,
USA,Florida,2025-01-08T16:48:42.254Z,a91057,29.27929,-81.22245,2700,,
USA,Florida,2025-01-08T16:48:41.314Z,000000,28.78244,-81.23979,0,,
USA,Florida,2025-01-08T16:48:42.234Z,a8f262,29.41094,-81.32125,4300,,
USA,Florida,2025-01-08T16:48:41.114Z,000000,28.75247,-81.04245,6500,N322HA,C402
USA,Florida,2025-01-08T16:48:41.741Z,a0a02f,28.17525,-80.57231,2700,N13986,C172
USA,Florida,2025-01-08T16:48:42.001Z,a093fc,27.32197,-80.83719,1700,,
USA,Florida,2025-01-08T16:48:42.011Z,a21e5c,29.08686,-81.34239,3000,,
USA,Florida,2025-01-08T16:48:41.591Z,a225d1,29.08692,-80.95533,2000,,
USA,Florida,2025-01-08T16:48:42.351Z,a992c9,28.91125,-80.89264,2000,,
USA,Florida,2025-01-08T16:48:35.361Z,000000,27.69047,-80.02097,0,,
USA,Florida,2025-01-08T16:48:41.911Z,000000,29.70111,-82.13858,24200,,
USA,Florida,2025-01-08T16:48:42.011Z,a087d3,27.98006,-82.11714,3800,,
USA,Florida,2025-01-08T16:48:42.401Z,aa6f39,29.64781,-81.64192,3500,,
USA,Florida,2025-01-08T16:48:42.461Z,a9eecc,27.34303,-80.88742,2800,,
USA,Florida,2025-01-08T16:48:42.461Z,a5d7b0,29.01561,-82.22358,1900,,
USA,Florida,2025-01-08T16:48:42.401Z,a78d13,28.52819,-81.60264,3500,,
USA,Florida,2025-01-08T16:48:42.481Z,a6140f,27.45789,-80.23725,14600,,
USA,Florida,2025-01-08T16:48:42.541Z,aca4cb,27.60153,-80.47547,3100,,
USA,Florida,2025-01-08T16:48:42.401Z,a0a303,28.44886,-81.09894,2200,,
USA,Florida,2025-01-08T16:48:42.531Z,a863f6,29.03925,-81.39517,21000,,
USA,Florida,2025-01-08T16:48:42.561Z,a2376e,28.69867,-81.46706,2500,,
USA,Florida,2025-01-08T16:48:42.561Z,a502c7,29.02331,-81.04219,900,,
USA,Florida,2025-01-08T16:48:40.394Z,a70dc8,29.72973,-82.15006,5300,,
USA,Florida,2025-01-08T16:48:40.434Z,000000,29.68715,-82.19046,4400,,
USA,Florida,2025-01-08T16:48:40.494Z,000000,29.91726,-82.09684,0,,
